"index"	"budget"	"keywords"	"original_language"	"title"	"popularity"	"release_date"	"revenue"	"runtime"	"vote_average"	"vote_count"	"genre"	"release_year"	"release_month"	"release_day"	"first_actor"	"first_actor_gender"	"director_first_name"	"director_gender"
1358	3.3e+07	"saving the world moon submarine clone spy"	"en"	"Austin Powers: The Spy Who Shagged Me"	18.316151	1999-06-08	310940086	95	6.2	1011	"Comedy"	1999	6	8	"Mike Myers"	"male"	"Jay"	"male"
4683	0	"mumblecore mumblegore"	"en"	"Baghead"	3.299345	2008-01-21	0	84	5.8	23	"Drama"	2008	1	21	"Ross Partridge"	"male"	"Jay"	"male"
1723	2.8e+07	"based on novel job interview bad luck wish one day"	"en"	"Alexander and the Terrible, Horrible, No Good, Very Bad Day"	22.14595	2014-10-08	100654149	81	6.1	493	"Comedy"	2014	10	8	"Steve Carell"	"male"	"Miguel"	"male"
4070	0	NA	"de"	"The Timber"	0.803761	2015-02-27	0	81	4.1	15	"Drama"	2015	2	27	"James Ransone"	"male"	"Anthony"	"male"
151	7e+07	"denmark nordic mythology lie pride and vanity folk hero"	"en"	"Beowulf"	35.601665	2007-11-05	195735876	115	5.5	841	"Action"	2007	11	5	"Ray Winstone"	"male"	"Robert"	"male"
246	1.1e+08	"rebel southern usa loss of son martial arts general"	"en"	"The Patriot"	23.657284	2000-06-28	215294342	165	6.8	1099	"Drama"	2000	6	28	"Mel Gibson"	"male"	"Roland"	"male"
1744	3e+07	"alcohol one-night stand bed pregnancy and birth condom"	"en"	"Knocked Up"	22.527211	2007-06-01	219076518	129	6.2	1214	"Drama"	2007	6	1	"Seth Rogen"	"male"	"Judd"	"male"
393	8.5e+07	"london england prison release from prison women's prison society for the prevention of cruelty to animals"	"en"	"102 Dalmatians"	9.895061	2000-10-07	183611771	100	5.1	313	"Comedy"	2000	10	7	"Glenn Close"	"male"	"Kevin"	"male"
453	0	"robbery investigation inspector killer clouseau"	"en"	"The Pink Panther"	25.450534	2006-01-18	0	93	5.6	550	"Comedy"	2006	1	18	"Steve Martin"	"male"	"Shawn"	"male"
3038	0	NA	"en"	"Hey Arnold! The Movie"	5.856363	2002-06-28	0	76	5.6	62	"Family"	2002	6	28	"Spencer Klein"	"male"	"Tuck"	"male"
4136	0	"loss of family camcorder alibi suspect murder"	"en"	"Freeze Frame"	4.922397	2004-05-01	0	99	6.9	18	"Drama"	2004	5	1	"Lee Evans"	"male"	"John"	"male"
3363	7500000	"independent film"	"en"	"Get Low"	6.557643	2010-01-22	0	103	6.5	100	"Drama"	2010	1	22	"Bill Murray"	"male"	"Aaron"	"male"
2701	2.6e+07	"skateboarding mother american football adultery wife husband relationship"	"en"	"Little Children"	11.942862	2006-10-06	14821658	136	6.9	240	"Drama"	2006	10	6	"Kate Winslet"	"female"	"Todd"	"male"
3123	14100000	"mathematician mathematics oxford symbol triangle"	"en"	"The Oxford Murders"	9.318033	2008-01-18	0	107	5.7	188	"Thriller"	2008	1	18	"Elijah Wood"	"male"	"\u00c1lex"	NA
3341	7e+06	"dancing florida strip club male stripper novice"	"en"	"Magic Mike"	35.897151	2012-06-28	167221571	110	6.1	1040	"Drama"	2012	6	28	"Channing Tatum"	"male"	"Steven"	"male"
4731	0	"games woman director programmers coding"	"en"	"Indie Game: The Movie"	7.676677	2012-05-18	0	96	7.4	203	"Documentary"	2012	5	18	"Jonathan Blow"	"male"	"Lisanne"	"female"
3972	3200000	NA	"en"	"Chicago Overcoat"	1.034844	2009-10-10	0	95	6.1	5	"Thriller"	2009	10	10	"Frank Vincent"	"male"	"Brian"	"male"
4300	1200000	"traitor jewelry psychopath thief heist"	"en"	"Reservoir Dogs"	66.925866	1992-09-02	14661007	99	8	3697	"Thriller"	1992	9	2	"Harvey Keitel"	"male"	"Quentin"	"male"
2491	1.6e+07	"sadness loss of father junkie luxury heroin"	"en"	"Things We Lost in the Fire"	8.842869	2007-09-26	2849142	113	6.7	90	"Drama"	2007	9	26	"Halle Berry"	"female"	"Susanne"	"female"
484	8e+07	"usa post postman army apocalypse"	"en"	"The Postman"	14.564667	1997-12-25	17626234	177	6.1	299	"Drama"	1997	12	25	"Kevin Costner"	"male"	"Kevin"	"male"
1288	0	NA	"en"	"The Last Shot"	6.7698	2004-09-24	0	90	5.9	15	"Comedy"	2004	9	24	"Matthew Broderick"	"male"	"Jeff"	"male"
2898	1.2e+07	"war crimes mass murder war victim sino japanese war massacre"	"zh"	"City of Life and Death"	4.793348	2009-04-22	10652498	132	7.6	55	"Drama"	2009	4	22	"Liu Ye"	NA	"Lu"	"female"
3201	9e+06	"new york sex asylum controversial independent film"	"en"	"Veronika Decides to Die"	4.799022	2009-05-16	0	103	5.8	75	"Drama"	2009	5	16	"Sarah Michelle"	"female"	"Emily"	"female"
1748	1.5e+07	"sex adultery based on novel cat infidelity"	"en"	"Notes on a Scandal"	12.576381	2006-12-25	49469904	92	6.9	235	"Drama"	2006	12	25	"Judi Dench"	"female"	"Richard"	"male"
3514	4e+06	"netherlands world war ii"	"nl"	"Winter in Wartime"	5.013575	2008-11-17	530048	103	6.8	66	"Drama"	2008	11	17	"Martijn Lakemeier"	"male"	"Martin"	"male"
1312	3.8e+07	"profession karate daughter bef\u00f6rderung ex-wife"	"en"	"Joe Somebody"	5.257009	2001-12-21	0	99	5.5	40	"Comedy"	2001	12	21	"Tim Allen"	"male"	"John"	"male"
874	5.3e+07	"tzar musical russian revolution train explosion foreign language adaptation"	"en"	"Anastasia"	45.565918	1997-11-20	139804348	94	7.4	1432	"Family"	1997	11	20	"Meg Ryan"	"female"	"Gary"	"male"
3752	5e+06	"found footage"	"en"	"The Last Exorcism Part II"	10.605752	2013-02-28	15179302	88	4.4	203	"Thriller"	2013	2	28	"Ashley Bell"	"female"	"Ed"	"male"
1880	0	"rap music hip-hop"	"en"	"Dance Flick"	7.326034	2009-05-22	0	83	4.7	71	"Comedy"	2009	5	22	"Shoshana Bush"	"female"	"Damien"	"male"
413	8.4e+07	"alter ego mad scientist family dean duringcreditsstinger"	"en"	"Nutty Professor II: The Klumps"	17.783361	2000-07-27	123307945	106	4.7	332	"Comedy"	2000	7	27	"Eddie Murphy"	"male"	"Peter"	"male"
2054	2e+06	"witness protection getaway driver duringcreditsstinger"	"en"	"Hit & Run"	16.668854	2012-08-22	14400000	100	5.5	224	"Comedy"	2012	8	22	"Kristen Bell"	"female"	"Dax"	"male"
1165	4e+07	"railroad robber california delorean indian territory sports car"	"en"	"Back to the Future Part III"	45.769562	1990-05-25	244527583	118	7.1	2900	"Comedy"	1990	5	25	"Michael J."	"male"	"Robert"	"male"
1350	0	"journalist japanese wife fisherman war"	"en"	"Snow Falling on Cedars"	2.79483	1999-12-22	0	127	6.3	32	"Drama"	1999	12	22	"Ethan Hawke"	"male"	"Scott"	"male"
1690	2.9e+07	"business woman ex-con duringcreditsstinger girl scouts"	"en"	"The Boss"	20.55509	2016-04-07	78636257	91	5.5	431	"Comedy"	2016	4	7	"Melissa McCarthy"	"female"	"Ben"	"male"
502	8e+07	"remake alien escape alien invasion alien infection"	"en"	"The Invasion"	15.673154	2007-08-17	15071514	99	5.7	359	"Thriller"	2007	8	17	"Nicole Kidman"	"female"	"Oliver"	"male"
3369	7e+06	"indian lead bollywood modern day adaptation pride & prejudice woman director"	"en"	"Bride & Prejudice"	12.150871	2004-02-11	0	111	6.5	110	"Drama"	2004	2	11	"Aishwarya Rai"	"female"	"Gurinder"	"male"
1172	4e+07	"expedition pilot survival sled dogs seal"	"en"	"Eight Below"	24.287306	2006-02-17	120455994	120	6.7	542	"Drama"	2006	2	17	"Paul Walker"	"male"	"Frank"	"male"
46	2.5e+08	"1970s mutant time travel marvel comic based on comic book"	"en"	"X-Men: Days of Future Past"	118.078691	2014-05-15	747862775	131	7.5	6032	"Action"	2014	5	15	"Hugh Jackman"	"male"	"Bryan"	"male"
2777	3e+06	"police shoulder holster police shootout shootout at a train station"	"en"	"Excessive Force"	1.279106	1993-05-14	1200000	87	4.5	10	"Action"	1993	5	14	"Thomas Ian"	"male"	"Jon"	"male"
4125	0	NA	"en"	"The Lost Medallion: The Adventures of Billy Stone"	2.952932	2013-03-01	0	97	5.6	13	"Adventure"	2013	3	1	"William Brent"	"male"	"Bill"	"male"
155	1e+08	"based on novel desperation robber hold-up robbery remake"	"en"	"Fun with Dick and Jane"	25.159168	2005-12-21	202026112	90	5.9	627	"Comedy"	2005	12	21	"Jim Carrey"	"male"	"Dean"	"male"
4744	0	"family mumblecore christmas"	"en"	"Happy Christmas"	7.052422	2014-06-26	0	82	5.2	58	"Drama"	2014	6	26	"Anna Kendrick"	"female"	"Joe"	"male"
883	5.2e+07	"con man biography fbi agent overhead camera shot attempted jailbreak"	"en"	"Catch Me If You Can"	73.944049	2002-12-25	352114312	141	7.7	3795	"Drama"	2002	12	25	"Leonardo DiCaprio"	"male"	"Steven"	"male"
3896	3e+06	"drowning pennsylvania child murderer car set on fire murder"	"en"	"Sinister"	41.045084	2012-03-29	77712439	110	6.7	1573	"Thriller"	2012	3	29	"Ethan Hawke"	"male"	"Scott"	"male"
3272	8e+06	"jealousy cooking garden funeral season"	"en"	"Another Year"	7.235794	2010-11-05	18124262	129	7	97	"Drama"	2010	11	5	"Jim Broadbent"	"male"	"Mike"	"male"
1567	3.5e+07	"post-apocalyptic dystopia zombie zombie apocalypse interspecies romance"	"en"	"Warm Bodies"	43.742241	2013-01-31	116980662	97	6.4	2652	"Comedy"	2013	1	31	"Nicholas Hoult"	"male"	"Jonathan"	"male"
1276	4e+07	"liar literary agent"	"en"	"A Thousand Words"	13.119133	2012-03-07	22044277	91	6	373	"Drama"	2012	3	7	"Eddie Murphy"	"male"	"Brian"	"male"
1669	0	"servant emperor battle assignment"	"zh"	"The Promise"	3.866026	2005-12-15	0	98	5	29	"Drama"	2005	12	15	"Cecilia Cheung"	"female"	"Chen"	"male"
3858	0	"revenge murder u.s. marine"	"en"	"Stranded"	3.230779	2015-06-05	0	86	5	11	"Drama"	2015	6	5	"Scott Eastwood"	"male"	"Daniel"	"male"
1275	5e+07	"saving the world bomb sun space marine sunlight"	"en"	"Sunshine"	51.502884	2007-04-05	32017803	107	7	1182	"Thriller"	2007	4	5	"Cillian Murphy"	"male"	"Danny"	"male"
29	2e+08	"spy secret agent sociopath killer art gallery"	"en"	"Skyfall"	93.004993	2012-10-25	1108561013	143	6.9	7604	"Thriller"	2012	10	25	"Daniel Craig"	"male"	"Sam"	"male"
3018	1e+07	"brother sister relationship wheelchair hypnosis investigation cover-up"	"en"	"The Fourth Kind"	22.888173	2009-11-06	42333295	98	5.8	441	"Thriller"	2009	11	6	"Milla Jovovich"	"female"	"Olatunde"	"male"
3656	5e+06	"found footage area 51"	"en"	"Area 51"	7.794	2015-05-15	0	91	4.2	151	"Thriller"	2015	5	15	"Reid Warner"	"male"	"Oren"	"male"
194	127500000	"cataclysm asteroid leader comet animation"	"en"	"Dinosaur"	26.548594	2000-05-19	354248063	82	6.2	542	"Family"	2000	5	19	"D. B."	NA	"Ralph"	"male"
1299	3e+07	"new york marriage proposal alabama career woman fashion designer"	"en"	"Sweet Home Alabama"	18.256028	2002-09-26	180622424	108	6	394	"Comedy"	2002	9	26	"Reese Witherspoon"	"female"	"Andy"	"male"
1171	4e+07	"friendship sequel road movie buddy comedy"	"en"	"Dumb and Dumber To"	67.767785	2014-11-12	169837010	110	5.4	1127	"Comedy"	2014	11	12	"Jim Carrey"	"male"	"Bobby"	"male"
3091	1e+07	"trailer park gun texas deal psychopath"	"en"	"Killer Joe"	16.436178	2011-09-10	3665069	102	6.5	425	"Drama"	2011	9	10	"Matthew McConaughey"	"male"	"William"	"male"
3097	1e+07	"adultery island shipwreck tropical island"	"en"	"Swept Away"	4.570043	2002-10-11	598645	89	4.8	50	"Comedy"	2002	10	11	"Madonna Adriano"	"female"	"Guy"	"male"
756	6e+07	"california assassin infidelity fetish hitman"	"en"	"Intolerable Cruelty"	22.620125	2003-09-02	119940815	100	5.8	391	"Comedy"	2003	9	2	"George Clooney"	"male"	"Joel"	"male"
108	1.55e+08	"saving the world artificial intelligence cyborg killer robot future"	"en"	"Terminator Genisys"	202.042635	2015-06-23	440603537	126	5.8	3631	"Thriller"	2015	6	23	"Arnold Schwarzenegger"	"male"	"Alan"	"male"
1499	32500000	"competition jealousy fight materialism bridesmaid"	"en"	"Bridesmaids"	17.107065	2011-04-28	288383523	125	6.5	1661	"Comedy"	2011	4	28	"Kristen Wiig"	"female"	"Paul"	"male"
4614	0	"independent film"	"en"	"3 Backyards"	0.17817	2010-01-01	0	88	4.8	4	"Drama"	2010	1	1	"Edie Falco"	"female"	"Eric"	"male"
3120	1e+07	"australia missing child outback alcoholic drink troubled marriage"	"en"	"Strangerland"	5.145655	2015-07-01	17472	111	5.1	83	"Drama"	2015	7	1	"Nicole Kidman"	"female"	"Kim"	"female"
524	7.5e+07	"washington d.c. alcohol cia helicopter refugee camp"	"en"	"Charlie Wilson's War"	18.70031	2007-12-19	119000410	102	6.5	338	"Drama"	2007	12	19	"Tom Hanks"	"male"	"Mike"	"male"
3470	5e+06	"prison visit funeral director funeral home amateur theater embezzlement"	"en"	"Bernie"	12.68514	2012-04-27	9206470	100	6.5	320	"Drama"	2012	4	27	"Jack Black"	"male"	"Richard"	"male"
1736	2.8e+07	"bolivia woman political campaign south america year 2002"	"en"	"Our Brand Is Crisis"	12.921594	2015-09-11	7002261	108	5.8	195	"Drama"	2015	9	11	"Sandra Bullock"	"female"	"David"	"male"
2164	0	"gymnastics trainer puberty training sport"	"en"	"Stick It"	9.750557	2006-04-21	0	105	6.3	148	"Drama"	2006	4	21	"Jeff Bridges"	"male"	"Jessica"	"female"
2004	0	"sister sister relationship sister leukemia reunion cancer"	"en"	"Marvin's Room"	6.130231	1996-12-18	0	98	6.6	124	"Drama"	1996	12	18	"Diane Keaton"	"female"	"Jerry"	"male"
2668	1.4e+07	"prostitute capitalism cinderella expensive restaurant sports car"	"en"	"Pretty Woman"	45.473484	1990-03-23	4.63e+08	119	7	1746	"Comedy"	1990	3	23	"Julia Roberts"	"female"	"Garry"	"male"
4044	2450000	"dancing chicago woman director"	"en"	"Go for It!"	0.500753	2011-05-13	0	105	4.6	5	"Drama"	2011	5	13	"Aimee Garcia"	"female"	"Carmen"	"female"
3897	3e+06	"daily life scandal growing up divorce"	"en"	"Martin Lawrence Live: Runteldat"	0.295226	2002-08-01	19184015	113	5	1	"Comedy"	2002	8	1	"Martin Lawrence"	"male"	"Martin"	"male"
1886	2.5e+07	"sport figure skating teenage girl teen movie teenager"	"en"	"Ice Princess"	13.288177	2005-03-17	27645491	98	5.9	185	"Drama"	2005	3	17	"Michelle Trachtenberg"	"female"	"Tim"	"male"
3824	3500000	"suicide attempt striptease steel worker repossession male stripper"	"en"	"The Full Monty"	17.002623	1997-08-13	257850122	91	6.8	363	"Comedy"	1997	8	13	"Robert Carlyle"	"male"	"Peter"	"male"
1721	2.8e+07	"pizza delivery adventure pizza boy number in title comedy"	"en"	"30 Minutes or Less"	25.039383	2011-08-11	40547440	83	5.6	531	"Comedy"	2011	8	11	"Jesse Eisenberg"	"male"	"Ruben"	"male"
2646	1.5e+07	NA	"en"	"Silent Trigger"	2.609057	1996-06-26	76382	93	5	22	"Drama"	1996	6	26	"Dolph Lundgren"	"male"	"Russell"	"male"
2367	0	"duringcreditsstinger"	"en"	"The Last Station"	3.659292	2009-09-04	0	112	6.7	55	"Drama"	2009	9	4	"James McAvoy"	"male"	"Michael"	"male"
2493	1.6e+07	"new york corruption sister sister relationship magic immigrant"	"en"	"The Immigrant"	13.832464	2013-07-03	5867686	117	6.2	250	"Drama"	2013	7	3	"Marion Cotillard"	"female"	"James"	"male"
1266	4e+07	"vampire spider wolfman stew best friend"	"en"	"Cirque du Freak: The Vampire's Assistant"	16.424807	2009-10-23	28169671	109	5.5	348	"Thriller"	2009	10	23	"John C."	"male"	"Paul"	"male"
895	5.1e+07	"schizophrenia ex-cop aftercreditsstinger duringcreditsstinger"	"en"	"Me, Myself & Irene"	39.001682	2000-06-22	149270999	116	6.1	927	"Comedy"	2000	6	22	"Jim Carrey"	"male"	"Bobby"	"male"
4785	0	NA	"en"	"Stories of Our Lives"	0.327794	2014-09-05	0	60	0	0	"Drama"	2014	9	5	"Louis Brooke"	"male"	"Jim"	"male"
7	2.8e+08	"marvel comic sequel superhero based on comic book vision"	"en"	"Avengers: Age of Ultron"	134.279229	2015-04-22	1405403694	141	7.3	6767	"Action"	2015	4	22	"Robert Downey"	"male"	"Joss"	"male"
1737	2.8e+07	"based on novel dystopia shaolin prejudice zombie"	"en"	"Pride and Prejudice and Zombies"	28.397048	2016-02-04	16374328	108	5.5	640	"Comedy"	2016	2	4	"Lily James"	"female"	"Burr"	"male"
608	7e+07	"male nudity sex legs soho london playing god"	"en"	"Basic Instinct 2"	13.483387	2006-03-29	38629478	114	4.6	180	"Thriller"	2006	3	29	"Sharon Stone"	"female"	"Michael"	"male"
3368	7e+06	"suicide sex sexuality college police"	"en"	"Outside Providence"	2.627232	1999-08-16	7292175	96	5.6	30	"Drama"	1999	8	16	"Shawn Hatosy"	"male"	"Michael"	"male"
1694	2.9e+07	"smoking medicine psychology hallucination human experimentation"	"en"	"The Jacket"	24.240361	2005-03-04	21126225	103	6.8	455	"Drama"	2005	3	4	"Adrien Brody"	"male"	"John"	"male"
1526	3.2e+07	"male nudity sex san francisco waitress newspaper"	"en"	"Going the Distance"	13.611544	2010-09-01	42045846	102	6	262	"Drama"	2010	9	1	"Drew Barrymore"	"male"	"Nanette"	"female"
3669	0	NA	"en"	"Should've Been Romeo"	0.40703	2012-04-28	0	0	0	0	"Drama"	2012	4	28	"Paul Ben-Victor"	"male"	"Marcia"	"female"
829	5.5e+07	"film producer film director movie studio hollywood filmmaking"	"en"	"Bowfinger"	13.191829	1999-08-12	0	97	6	254	"Comedy"	1999	8	12	"Steve Martin"	"male"	"Frank"	"male"
1613	3e+07	"terror based on novel power telekinesis high school"	"en"	"Carrie"	63.848541	2013-10-16	82394288	100	5.8	1463	"Drama"	2013	10	16	"Chlo\u00eb Grace"	NA	"Kimberly"	"female"
2292	0	NA	"en"	"Thomas and the Magic Railroad"	1.916351	2000-07-26	0	85	4.6	8	"Drama"	2000	7	26	"Alec Baldwin"	"male"	"Britt"	"male"
2056	2.2e+07	"amnesia therapist aggression hospital flashback"	"en"	"Before I Go to Sleep"	48.784734	2014-09-03	15447154	92	6.2	659	"Thriller"	2014	9	3	"Nicole Kidman"	"female"	"Rowan"	"male"
3413	6900000	"mother daughter relationship cross dressing violence mother son relationship father son conflict"	"en"	"House at the End of the Street"	25.613197	2012-09-21	44287131	101	5.6	555	"Thriller"	2012	9	21	"Jennifer Lawrence"	"female"	"Mark"	"male"
3107	1e+07	"male nudity poetry adolescence lie nudity"	"en"	"World's Greatest Dad"	9.805551	2009-08-20	295750	99	6.5	177	"Comedy"	2009	8	20	"Robin Williams"	"female"	"Bobcat"	NA
1520	3e+07	"magic las vegas"	"en"	"The Incredible Burt Wonderstone"	26.9385	2013-03-14	27437881	100	5.3	724	"Comedy"	2013	3	14	"Steve Carell"	"male"	"Don"	"male"
2761	0	NA	"en"	"Dirty Work"	9.066881	1998-06-12	0	82	6.5	66	"Comedy"	1998	6	12	"Norm Macdonald"	"male"	"Bob"	"male"
1146	4.2e+07	"deception new york city rooftop diamond heist framed for a crime"	"en"	"Man on a Ledge"	34.041407	2012-01-13	46221189	102	6.2	925	"Thriller"	2012	1	13	"Sam Worthington"	"male"	"Asger"	NA
798	5.8e+07	"job interview loss of job intern reference to google new job"	"en"	"The Internship"	1.551497	2013-06-07	4.4e+07	119	6.1	1658	"Comedy"	2013	6	7	"Owen Wilson"	"male"	"Shawn"	"male"
2628	0	"chocolate werewolf woman director interspecies romance animal horror"	"en"	"Blood and Chocolate"	12.295216	2007-01-26	0	98	5.4	87	"Drama"	2007	1	26	"Agnes Bruckner"	"female"	"Katja"	"female"
2916	0	"musical music high school coming of age teenager"	"en"	"High School Musical 3: Senior Year"	21.801188	2008-10-22	0	116	6.2	821	"Drama"	2008	10	22	"Zac Efron"	"male"	"Kenny"	"male"
583	7e+07	"circus father son relationship witch fish fishing"	"en"	"Big Fish"	46.199482	2003-12-25	122919055	125	7.6	1994	"Drama"	2003	12	25	"Ewan McGregor"	"male"	"Tim"	"male"
2580	1.5e+07	"suicide alcohol adultery country music bar"	"en"	"Country Strong"	7.809701	2010-12-22	20529194	117	5.9	80	"Drama"	2010	12	22	"Gwyneth Paltrow"	"female"	"Shana"	"female"
3953	0	"woman director"	"en"	"Fort McCoy"	0.384496	2014-01-01	0	0	6.3	2	"Drama"	2014	1	1	"Eric Stoltz"	"male"	"Michael"	"male"
2832	1.2e+07	"sister sister relationship blindness and impaired vision eye operation eyesight dying and death"	"en"	"The Eye"	11.135734	2008-02-01	56309766	98	5.5	281	"Drama"	2008	2	1	"Jessica Alba"	"female"	"David"	"male"
3265	8e+06	"film director dracula \u00a0nosferatu"	"en"	"Shadow of the Vampire"	5.93923	2000-05-15	8279017	92	6.6	148	"Drama"	2000	5	15	"John Malkovich"	"male"	"E."	NA
369	9.5e+07	"riddle treasure medallion kenia alexander the great"	"en"	"Lara Croft Tomb Raider: The Cradle of Life"	56.811056	2003-07-21	156505388	117	5.5	1418	"Thriller"	2003	7	21	"Angelina Jolie"	"female"	"Jan"	"female"
2423	3.4e+07	"beach baseball sport bikini party"	"en"	"Summer Catch"	3.960098	2001-08-22	19693891	108	4.8	63	"Drama"	2001	8	22	"Freddie Prinze"	"male"	"Mike"	"male"
741	6.1e+07	"corruption sniper senator conspiracy of murder childlessness"	"en"	"Shooter"	37.378081	2007-03-22	95696996	124	6.9	1462	"Drama"	2007	3	22	"Mark Wahlberg"	"male"	"Antoine"	"male"
785	3.5e+07	"london england cia landmine love of one's life cambodia"	"en"	"Beyond Borders"	6.523472	2003-10-23	0	127	6.7	110	"Drama"	2003	10	23	"Angelina Jolie"	"female"	"Martin"	"male"
1625	3e+07	"artificial intelligence android hologram computer program virtual reality"	"en"	"Virtuosity"	5.301589	1995-08-04	24048000	106	5.4	163	"Thriller"	1995	8	4	"Denzel Washington"	"male"	"Brett"	"male"
42	2e+08	"hostage college toy barbie animation"	"en"	"Toy Story 3"	59.995418	2010-06-16	1066969703	103	7.6	4597	"Comedy"	2010	6	16	"Tom Hanks"	"male"	"Lee"	"male"
4394	0	"magazine independent film counter-culture model arrogance"	"en"	"The Last Big Thing"	0.678475	1998-09-23	0	98	6	3	"Drama"	1998	9	23	"Dan Zukovic"	"male"	"Dan"	"male"
2027	2.2e+07	"foster parents pro bono new baby social services learning"	"en"	"I Am Sam"	26.071644	2001-12-28	92542418	132	7.2	530	"Drama"	2001	12	28	"Sean Penn"	"male"	"Jessie"	"female"
1666	0	"casino monte carlo painting caper independent film"	"en"	"The Good Thief"	2.774811	2003-04-03	0	108	6	31	"Drama"	2003	4	3	"Nick Nolte"	"male"	"Neil"	"male"
1307	5e+07	"prison boxer boxing match boxing school biography"	"en"	"The Hurricane"	20.825781	1999-09-17	73956241	146	7.2	396	"Drama"	1999	9	17	"Denzel Washington"	"male"	"Norman"	"male"
4295	0	"child abuse adultery arranged marriage bollywood wedding"	"hi"	"Monsoon Wedding"	8.109958	2001-08-30	0	114	6.8	57	"Drama"	2001	8	30	"Naseeruddin Shah"	NA	"Mira"	"female"
4703	150000	"independent film"	"en"	"Tadpole"	8.570328	2002-11-01	2891288	78	5.5	19	"Drama"	2002	11	1	"Aaron Stanford"	"male"	"Gary"	"male"
187	1.3e+08	"adventure fairy-tale figure"	"en"	"Puss in Boots"	20.678787	2011-10-28	554987477	90	6.4	451	"Action"	2011	10	28	"Antonio Banderas"	"male"	"Chris"	"male"
1254	63600000	"ritual pornographic video car crash dvd"	"en"	"Get Carter"	4.494788	2000-10-06	19412993	102	4.8	145	"Drama"	2000	10	6	"Sylvester Stallone"	"male"	"Stephen"	"male"
3287	0	NA	"en"	"The Land Girls"	1.278092	1998-09-25	0	111	7	3	"Drama"	1998	9	25	"Catherine McCormack"	"female"	"David"	"male"
526	7e+07	"music record manager black people adultery soul"	"en"	"Dreamgirls"	14.486311	2006-12-25	154937680	134	6.6	284	"Drama"	2006	12	25	"Jamie Foxx"	"female"	"Bill"	"male"
2291	19100000	"palace impostor pervertion"	"en"	"The Devil's Double"	10.559414	2011-02-11	5728213	109	6.5	208	"Drama"	2011	2	11	"Dominic Cooper"	"male"	"Lee"	"male"
3789	9500000	"rape obsession lie job independent film"	"en"	"Trust"	21.230737	2010-09-10	120000	104	6.6	307	"Drama"	2010	9	10	"Clive Owen"	"male"	"David"	"male"
495	7.9e+07	"mission mysterious island missing person duringcreditsstinger 3d"	"en"	"Journey 2: The Mysterious Island"	40.723459	2012-01-19	355692760	94	5.8	1030	"Action"	2012	1	19	"Dwayne Johnson"	"male"	"Brad"	"male"
1692	0	NA	"en"	"Mumford"	4.310168	1999-09-24	0	112	6.3	26	"Drama"	1999	9	24	"Loren Dean"	"male"	"Lawrence"	"male"
2704	0	"police brutality resistance south africa apartheid african national congress"	"en"	"Catch a Fire"	4.052219	2006-10-27	4291965	101	6.4	25	"Drama"	2006	10	27	"Tim Robbins"	"male"	"Phillip"	"male"
4037	2400000	"washington d.c. bus march"	"en"	"Get on the Bus"	4.623059	1996-10-16	5731103	120	7	11	"Drama"	1996	10	16	"Ossie Davis"	"female"	"Spike"	"male"
216	1.2e+08	"ocean shipwreck hindu tiger faith"	"en"	"Life of Pi"	51.328145	2012-11-20	609016565	127	7.2	5797	"Drama"	2012	11	20	"Suraj Sharma"	"male"	"Ang"	"male"
2853	1.2e+07	"poison helicopter assassin nudity hitman"	"en"	"Crank"	47.992817	2006-08-31	42931041	88	6.6	1151	"Thriller"	2006	8	31	"Jason Statham"	"male"	"Brian"	"male"
2773	1.5e+07	"toronto lesbian remake of french film suspicious wife female doctor"	"en"	"Chloe"	26.373864	2009-03-25	8459458	96	5.9	498	"Drama"	2009	3	25	"Julianne Moore"	"female"	"Atom"	"male"
3558	4900000	"suicide darkness basement based on short story fear of the dark"	"en"	"Lights Out"	48.170508	2016-07-21	44107032	81	6.3	1129	"Thriller"	2016	7	21	"Teresa Palmer"	"female"	"David"	"male"
4505	0	"hospital doctor"	"fr"	"The Country Doctor"	2.651304	2016-03-23	0	102	6	63	"Drama"	2016	3	23	"Fran\u00e7ois Cluzet"	NA	"Thomas"	"male"
1755	0	NA	"en"	"Joyful Noise"	5.753705	2012-01-13	0	117	6.7	33	"Comedy"	2012	1	13	"Queen Latifah"	"female"	"Todd"	"male"
1900	0	"italy father son relationship pinocchio love school"	"en"	"The Adventures of Pinocchio"	6.718497	1996-07-26	0	90	5	54	"Family"	1996	7	26	"Martin Landau"	"male"	"Steve"	"male"
2828	1.2e+07	"vandalism high school swimming pool party teen movie"	"en"	"Project X"	49.070321	2012-03-01	1e+08	88	6.5	1564	"Comedy"	2012	3	1	"Oliver Cooper"	"male"	"Nima"	"male"
197	1.25e+08	"witch christmas party magic cutting the cord halloween"	"en"	"Harry Potter and the Philosopher's Stone"	109.984351	2001-11-16	976475550	152	7.5	7006	"Adventure"	2001	11	16	"Daniel Radcliffe"	"male"	"Chris"	"male"
2581	1.5e+07	"suicide sex island nightmare chase"	"en"	"Disturbing Behavior"	9.378688	1998-07-24	17507368	84	5.5	104	"Fiction"	1998	7	24	"James Marsden"	"male"	"David"	"male"
680	6.2e+07	"submarine world war ii north atlantic mission"	"en"	"U-571"	18.096884	2000-04-20	127666415	116	6.1	340	"Drama"	2000	4	20	"Matthew McConaughey"	"male"	"Jonathan"	"male"
